mapping_id,user_term,snomed_code,preferred_term
SNOMED-MAP-301165,sulfa allergy (variant 0),919310005,Allergy to Sulfonamide
SNOMED-MAP-301166,sugar diabetes (variant 1),440540066,Type 2 Diabetes Mellitus
SNOMED-MAP-301167,high blood pressure (variant 2),383410037,Essential Hypertension
SNOMED-MAP-301168,heart attack (variant 3),570540058,Acute Myocardial Infarction
SNOMED-MAP-301169,high blood pressure (variant 4),383410039,Essential Hypertension
SNOMED-MAP-301170,sugar diabetes (variant 0),440540060,Type 2 Diabetes Mellitus
SNOMED-MAP-301171,high fever (variant 1),3866610061,Fever
SNOMED-MAP-301172,chest pain (variant 2),298570092,Chest Pain
SNOMED-MAP-301173,heart attack (variant 3),570540053,Acute Myocardial Infarction
SNOMED-MAP-301174,kidney failure (variant 4),4322460064,Chronic Kidney Disease Stage 3
SNOMED-MAP-301175,shortness of breath (variant 0),2670360075,Dyspnea
SNOMED-MAP-301176,penicillin allergy (variant 1),919360056,Allergy to Penicillin
SNOMED-MAP-301177,chest pain (variant 2),298570097,Chest Pain
SNOMED-MAP-301178,high fever (variant 3),3866610068,Fever
SNOMED-MAP-301179,shortness of breath (variant 4),2670360079,Dyspnea
SNOMED-MAP-301180,gallbladder infection (variant 0),765810060,Acute Cholecystitis
SNOMED-MAP-301181,high blood pressure (variant 1),383410031,Essential Hypertension
SNOMED-MAP-301182,high fever (variant 2),3866610062,Fever
SNOMED-MAP-301183,penicillin allergy (variant 3),919360053,Allergy to Penicillin
SNOMED-MAP-301184,shortness of breath (variant 4),2670360074,Dyspnea
SNOMED-MAP-301185,heart attack (variant 0),570540055,Acute Myocardial Infarction
SNOMED-MAP-301186,high fever (variant 1),3866610066,Fever
SNOMED-MAP-301187,sugar diabetes (variant 2),440540067,Type 2 Diabetes Mellitus
SNOMED-MAP-301188,shortness of breath (variant 3),2670360078,Dyspnea
SNOMED-MAP-301189,penicillin allergy (variant 4),919360059,Allergy to Penicillin
SNOMED-MAP-301190,penicillin allergy (variant 0),919360050,Allergy to Penicillin
SNOMED-MAP-301191,gallbladder infection (variant 1),765810061,Acute Cholecystitis
SNOMED-MAP-301192,shortness of breath (variant 2),2670360072,Dyspnea
SNOMED-MAP-301193,shortness of breath (variant 3),2670360073,Dyspnea
SNOMED-MAP-301194,gallbladder infection (variant 4),765810064,Acute Cholecystitis
SNOMED-MAP-301195,kidney failure (variant 0),4322460065,Chronic Kidney Disease Stage 3
SNOMED-MAP-301196,gallbladder infection (variant 1),765810066,Acute Cholecystitis
SNOMED-MAP-301197,high fever (variant 2),3866610067,Fever
SNOMED-MAP-301198,kidney failure (variant 3),4322460068,Chronic Kidney Disease Stage 3
SNOMED-MAP-301199,shortness of breath (variant 4),2670360079,Dyspnea
SNOMED-MAP-301200,penicillin allergy (variant 0),919360050,Allergy to Penicillin
SNOMED-MAP-301201,heart attack (variant 1),570540051,Acute Myocardial Infarction
SNOMED-MAP-301202,penicillin allergy (variant 2),919360052,Allergy to Penicillin
SNOMED-MAP-301203,sulfa allergy (variant 3),919310003,Allergy to Sulfonamide
SNOMED-MAP-301204,high blood pressure (variant 4),383410034,Essential Hypertension
SNOMED-MAP-301205,gallbladder infection (variant 0),765810065,Acute Cholecystitis
SNOMED-MAP-301206,penicillin allergy (variant 1),919360056,Allergy to Penicillin
SNOMED-MAP-301207,sulfa allergy (variant 2),919310007,Allergy to Sulfonamide
SNOMED-MAP-301208,sugar diabetes (variant 3),440540068,Type 2 Diabetes Mellitus
SNOMED-MAP-301209,high fever (variant 4),3866610069,Fever
SNOMED-MAP-301210,shortness of breath (variant 0),2670360070,Dyspnea
SNOMED-MAP-301211,heart attack (variant 1),570540051,Acute Myocardial Infarction
SNOMED-MAP-301212,high fever (variant 2),3866610062,Fever
SNOMED-MAP-301213,chest pain (variant 3),298570093,Chest Pain
SNOMED-MAP-301214,sugar diabetes (variant 4),440540064,Type 2 Diabetes Mellitus
SNOMED-MAP-301215,heart attack (variant 0),570540055,Acute Myocardial Infarction
SNOMED-MAP-301216,high blood pressure (variant 1),383410036,Essential Hypertension
SNOMED-MAP-301217,high fever (variant 2),3866610067,Fever
SNOMED-MAP-301218,penicillin allergy (variant 3),919360058,Allergy to Penicillin
SNOMED-MAP-301219,shortness of breath (variant 4),2670360079,Dyspnea
SNOMED-MAP-301220,sugar diabetes (variant 0),440540060,Type 2 Diabetes Mellitus
SNOMED-MAP-301221,shortness of breath (variant 1),2670360071,Dyspnea
SNOMED-MAP-301222,penicillin allergy (variant 2),919360052,Allergy to Penicillin
SNOMED-MAP-301223,sugar diabetes (variant 3),440540063,Type 2 Diabetes Mellitus
SNOMED-MAP-301224,shortness of breath (variant 4),2670360074,Dyspnea
SNOMED-MAP-301225,chest pain (variant 0),298570095,Chest Pain
SNOMED-MAP-301226,chest pain (variant 1),298570096,Chest Pain
SNOMED-MAP-301227,shortness of breath (variant 2),2670360077,Dyspnea
SNOMED-MAP-301228,chest pain (variant 3),298570098,Chest Pain
SNOMED-MAP-301229,sulfa allergy (variant 4),919310009,Allergy to Sulfonamide
SNOMED-MAP-301230,sulfa allergy (variant 0),919310000,Allergy to Sulfonamide
SNOMED-MAP-301231,penicillin allergy (variant 1),919360051,Allergy to Penicillin
SNOMED-MAP-301232,high blood pressure (variant 2),383410032,Essential Hypertension
SNOMED-MAP-301233,gallbladder infection (variant 3),765810063,Acute Cholecystitis
SNOMED-MAP-301234,penicillin allergy (variant 4),919360054,Allergy to Penicillin
SNOMED-MAP-301235,penicillin allergy (variant 0),919360055,Allergy to Penicillin
SNOMED-MAP-301236,penicillin allergy (variant 1),919360056,Allergy to Penicillin
SNOMED-MAP-301237,sulfa allergy (variant 2),919310007,Allergy to Sulfonamide
SNOMED-MAP-301238,sulfa allergy (variant 3),919310008,Allergy to Sulfonamide
SNOMED-MAP-301239,sulfa allergy (variant 4),919310009,Allergy to Sulfonamide
SNOMED-MAP-301240,chest pain (variant 0),298570090,Chest Pain
SNOMED-MAP-301241,heart attack (variant 1),570540051,Acute Myocardial Infarction
SNOMED-MAP-301242,penicillin allergy (variant 2),919360052,Allergy to Penicillin
SNOMED-MAP-301243,sugar diabetes (variant 3),440540063,Type 2 Diabetes Mellitus
SNOMED-MAP-301244,heart attack (variant 4),570540054,Acute Myocardial Infarction
SNOMED-MAP-301245,gallbladder infection (variant 0),765810065,Acute Cholecystitis
SNOMED-MAP-301246,sulfa allergy (variant 1),919310006,Allergy to Sulfonamide
SNOMED-MAP-301247,sugar diabetes (variant 2),440540067,Type 2 Diabetes Mellitus
SNOMED-MAP-301248,kidney failure (variant 3),4322460068,Chronic Kidney Disease Stage 3
SNOMED-MAP-301249,chest pain (variant 4),298570099,Chest Pain
SNOMED-MAP-301250,high fever (variant 0),3866610060,Fever
SNOMED-MAP-301251,high fever (variant 1),3866610061,Fever
SNOMED-MAP-301252,penicillin allergy (variant 2),919360052,Allergy to Penicillin
SNOMED-MAP-301253,chest pain (variant 3),298570093,Chest Pain
SNOMED-MAP-301254,penicillin allergy (variant 4),919360054,Allergy to Penicillin
SNOMED-MAP-301255,gallbladder infection (variant 0),765810065,Acute Cholecystitis
SNOMED-MAP-301256,gallbladder infection (variant 1),765810066,Acute Cholecystitis
SNOMED-MAP-301257,chest pain (variant 2),298570097,Chest Pain
SNOMED-MAP-301258,sulfa allergy (variant 3),919310008,Allergy to Sulfonamide
SNOMED-MAP-301259,high fever (variant 4),3866610069,Fever
SNOMED-MAP-301260,chest pain (variant 0),298570090,Chest Pain
SNOMED-MAP-301261,gallbladder infection (variant 1),765810061,Acute Cholecystitis
SNOMED-MAP-301262,high fever (variant 2),3866610062,Fever
SNOMED-MAP-301263,kidney failure (variant 3),4322460063,Chronic Kidney Disease Stage 3
SNOMED-MAP-301264,kidney failure (variant 4),4322460064,Chronic Kidney Disease Stage 3
SNOMED-MAP-301265,heart attack (variant 0),570540055,Acute Myocardial Infarction
SNOMED-MAP-301266,sugar diabetes (variant 1),440540066,Type 2 Diabetes Mellitus
SNOMED-MAP-301267,shortness of breath (variant 2),2670360077,Dyspnea
SNOMED-MAP-301268,shortness of breath (variant 3),2670360078,Dyspnea
SNOMED-MAP-301269,shortness of breath (variant 4),2670360079,Dyspnea
SNOMED-MAP-301270,chest pain (variant 0),298570090,Chest Pain
SNOMED-MAP-301271,penicillin allergy (variant 1),919360051,Allergy to Penicillin
SNOMED-MAP-301272,heart attack (variant 2),570540052,Acute Myocardial Infarction
SNOMED-MAP-301273,kidney failure (variant 3),4322460063,Chronic Kidney Disease Stage 3
SNOMED-MAP-301274,chest pain (variant 4),298570094,Chest Pain
SNOMED-MAP-301275,high blood pressure (variant 0),383410035,Essential Hypertension
SNOMED-MAP-301276,sulfa allergy (variant 1),919310006,Allergy to Sulfonamide
SNOMED-MAP-301277,gallbladder infection (variant 2),765810067,Acute Cholecystitis
SNOMED-MAP-301278,kidney failure (variant 3),4322460068,Chronic Kidney Disease Stage 3
SNOMED-MAP-301279,kidney failure (variant 4),4322460069,Chronic Kidney Disease Stage 3
SNOMED-MAP-301280,sulfa allergy (variant 0),919310000,Allergy to Sulfonamide
SNOMED-MAP-301281,shortness of breath (variant 1),2670360071,Dyspnea
SNOMED-MAP-301282,sulfa allergy (variant 2),919310002,Allergy to Sulfonamide
SNOMED-MAP-301283,sugar diabetes (variant 3),440540063,Type 2 Diabetes Mellitus
SNOMED-MAP-301284,penicillin allergy (variant 4),919360054,Allergy to Penicillin
SNOMED-MAP-301285,shortness of breath (variant 0),2670360075,Dyspnea
SNOMED-MAP-301286,sulfa allergy (variant 1),919310006,Allergy to Sulfonamide
SNOMED-MAP-301287,sulfa allergy (variant 2),919310007,Allergy to Sulfonamide
SNOMED-MAP-301288,shortness of breath (variant 3),2670360078,Dyspnea
SNOMED-MAP-301289,high blood pressure (variant 4),383410039,Essential Hypertension
SNOMED-MAP-301290,penicillin allergy (variant 0),919360050,Allergy to Penicillin
SNOMED-MAP-301291,sulfa allergy (variant 1),919310001,Allergy to Sulfonamide
SNOMED-MAP-301292,penicillin allergy (variant 2),919360052,Allergy to Penicillin
SNOMED-MAP-301293,shortness of breath (variant 3),2670360073,Dyspnea
SNOMED-MAP-301294,sugar diabetes (variant 4),440540064,Type 2 Diabetes Mellitus
SNOMED-MAP-301295,penicillin allergy (variant 0),919360055,Allergy to Penicillin
SNOMED-MAP-301296,high blood pressure (variant 1),383410036,Essential Hypertension
SNOMED-MAP-301297,gallbladder infection (variant 2),765810067,Acute Cholecystitis
SNOMED-MAP-301298,chest pain (variant 3),298570098,Chest Pain
SNOMED-MAP-301299,sulfa allergy (variant 4),919310009,Allergy to Sulfonamide
SNOMED-MAP-301300,shortness of breath (variant 0),2670360070,Dyspnea
SNOMED-MAP-301301,high fever (variant 1),3866610061,Fever
SNOMED-MAP-301302,shortness of breath (variant 2),2670360072,Dyspnea
SNOMED-MAP-301303,sugar diabetes (variant 3),440540063,Type 2 Diabetes Mellitus
SNOMED-MAP-301304,chest pain (variant 4),298570094,Chest Pain
SNOMED-MAP-301305,shortness of breath (variant 0),2670360075,Dyspnea
SNOMED-MAP-301306,gallbladder infection (variant 1),765810066,Acute Cholecystitis
SNOMED-MAP-301307,penicillin allergy (variant 2),919360057,Allergy to Penicillin
SNOMED-MAP-301308,sulfa allergy (variant 3),919310008,Allergy to Sulfonamide
SNOMED-MAP-301309,high fever (variant 4),3866610069,Fever
SNOMED-MAP-301310,high fever (variant 0),3866610060,Fever
SNOMED-MAP-301311,chest pain (variant 1),298570091,Chest Pain
SNOMED-MAP-301312,penicillin allergy (variant 2),919360052,Allergy to Penicillin
SNOMED-MAP-301313,penicillin allergy (variant 3),919360053,Allergy to Penicillin
SNOMED-MAP-301314,high blood pressure (variant 4),383410034,Essential Hypertension
SNOMED-MAP-301315,sugar diabetes (variant 0),440540065,Type 2 Diabetes Mellitus
SNOMED-MAP-301316,penicillin allergy (variant 1),919360056,Allergy to Penicillin
SNOMED-MAP-301317,gallbladder infection (variant 2),765810067,Acute Cholecystitis
SNOMED-MAP-301318,heart attack (variant 3),570540058,Acute Myocardial Infarction
SNOMED-MAP-301319,high blood pressure (variant 4),383410039,Essential Hypertension
SNOMED-MAP-301320,high fever (variant 0),3866610060,Fever
SNOMED-MAP-301321,chest pain (variant 1),298570091,Chest Pain
SNOMED-MAP-301322,penicillin allergy (variant 2),919360052,Allergy to Penicillin
SNOMED-MAP-301323,high blood pressure (variant 3),383410033,Essential Hypertension
SNOMED-MAP-301324,high blood pressure (variant 4),383410034,Essential Hypertension
SNOMED-MAP-301325,kidney failure (variant 0),4322460065,Chronic Kidney Disease Stage 3
SNOMED-MAP-301326,high fever (variant 1),3866610066,Fever
SNOMED-MAP-301327,shortness of breath (variant 2),2670360077,Dyspnea
SNOMED-MAP-301328,sulfa allergy (variant 3),919310008,Allergy to Sulfonamide
SNOMED-MAP-301329,shortness of breath (variant 4),2670360079,Dyspnea
SNOMED-MAP-301330,high fever (variant 0),3866610060,Fever
SNOMED-MAP-301331,high fever (variant 1),3866610061,Fever
SNOMED-MAP-301332,high fever (variant 2),3866610062,Fever
SNOMED-MAP-301333,sulfa allergy (variant 3),919310003,Allergy to Sulfonamide
SNOMED-MAP-301334,shortness of breath (variant 4),2670360074,Dyspnea
SNOMED-MAP-301335,gallbladder infection (variant 0),765810065,Acute Cholecystitis
SNOMED-MAP-301336,chest pain (variant 1),298570096,Chest Pain
SNOMED-MAP-301337,gallbladder infection (variant 2),765810067,Acute Cholecystitis
SNOMED-MAP-301338,high fever (variant 3),3866610068,Fever
SNOMED-MAP-301339,gallbladder infection (variant 4),765810069,Acute Cholecystitis
SNOMED-MAP-301340,penicillin allergy (variant 0),919360050,Allergy to Penicillin
SNOMED-MAP-301341,chest pain (variant 1),298570091,Chest Pain
SNOMED-MAP-301342,high fever (variant 2),3866610062,Fever
SNOMED-MAP-301343,heart attack (variant 3),570540053,Acute Myocardial Infarction
SNOMED-MAP-301344,high blood pressure (variant 4),383410034,Essential Hypertension
SNOMED-MAP-301345,high blood pressure (variant 0),383410035,Essential Hypertension
SNOMED-MAP-301346,chest pain (variant 1),298570096,Chest Pain
SNOMED-MAP-301347,high blood pressure (variant 2),383410037,Essential Hypertension
SNOMED-MAP-301348,kidney failure (variant 3),4322460068,Chronic Kidney Disease Stage 3
SNOMED-MAP-301349,kidney failure (variant 4),4322460069,Chronic Kidney Disease Stage 3
SNOMED-MAP-301350,chest pain (variant 0),298570090,Chest Pain
SNOMED-MAP-301351,heart attack (variant 1),570540051,Acute Myocardial Infarction
SNOMED-MAP-301352,sugar diabetes (variant 2),440540062,Type 2 Diabetes Mellitus
SNOMED-MAP-301353,sulfa allergy (variant 3),919310003,Allergy to Sulfonamide
SNOMED-MAP-301354,sulfa allergy (variant 4),919310004,Allergy to Sulfonamide
SNOMED-MAP-301355,gallbladder infection (variant 0),765810065,Acute Cholecystitis
SNOMED-MAP-301356,sugar diabetes (variant 1),440540066,Type 2 Diabetes Mellitus
SNOMED-MAP-301357,shortness of breath (variant 2),2670360077,Dyspnea
SNOMED-MAP-301358,sugar diabetes (variant 3),440540068,Type 2 Diabetes Mellitus
SNOMED-MAP-301359,gallbladder infection (variant 4),765810069,Acute Cholecystitis
SNOMED-MAP-301360,penicillin allergy (variant 0),919360050,Allergy to Penicillin
SNOMED-MAP-301361,chest pain (variant 1),298570091,Chest Pain
SNOMED-MAP-301362,sulfa allergy (variant 2),919310002,Allergy to Sulfonamide
SNOMED-MAP-301363,sugar diabetes (variant 3),440540063,Type 2 Diabetes Mellitus
SNOMED-MAP-301364,high blood pressure (variant 4),383410034,Essential Hypertension
SNOMED-MAP-301365,penicillin allergy (variant 0),919360055,Allergy to Penicillin
SNOMED-MAP-301366,sulfa allergy (variant 1),919310006,Allergy to Sulfonamide
SNOMED-MAP-301367,penicillin allergy (variant 2),919360057,Allergy to Penicillin
SNOMED-MAP-301368,sulfa allergy (variant 3),919310008,Allergy to Sulfonamide
SNOMED-MAP-301369,gallbladder infection (variant 4),765810069,Acute Cholecystitis
SNOMED-MAP-301370,high blood pressure (variant 0),383410030,Essential Hypertension
SNOMED-MAP-301371,sugar diabetes (variant 1),440540061,Type 2 Diabetes Mellitus
SNOMED-MAP-301372,kidney failure (variant 2),4322460062,Chronic Kidney Disease Stage 3
SNOMED-MAP-301373,chest pain (variant 3),298570093,Chest Pain
SNOMED-MAP-301374,shortness of breath (variant 4),2670360074,Dyspnea
SNOMED-MAP-301375,kidney failure (variant 0),4322460065,Chronic Kidney Disease Stage 3
SNOMED-MAP-301376,high fever (variant 1),3866610066,Fever
SNOMED-MAP-301377,chest pain (variant 2),298570097,Chest Pain
SNOMED-MAP-301378,high blood pressure (variant 3),383410038,Essential Hypertension
SNOMED-MAP-301379,sulfa allergy (variant 4),919310009,Allergy to Sulfonamide
SNOMED-MAP-301380,chest pain (variant 0),298570090,Chest Pain
SNOMED-MAP-301381,high blood pressure (variant 1),383410031,Essential Hypertension
SNOMED-MAP-301382,sulfa allergy (variant 2),919310002,Allergy to Sulfonamide
SNOMED-MAP-301383,heart attack (variant 3),570540053,Acute Myocardial Infarction
SNOMED-MAP-301384,shortness of breath (variant 4),2670360074,Dyspnea
SNOMED-MAP-301385,sugar diabetes (variant 0),440540065,Type 2 Diabetes Mellitus
SNOMED-MAP-301386,chest pain (variant 1),298570096,Chest Pain
SNOMED-MAP-301387,sulfa allergy (variant 2),919310007,Allergy to Sulfonamide
SNOMED-MAP-301388,shortness of breath (variant 3),2670360078,Dyspnea
SNOMED-MAP-301389,sugar diabetes (variant 4),440540069,Type 2 Diabetes Mellitus
SNOMED-MAP-301390,sulfa allergy (variant 0),919310000,Allergy to Sulfonamide
SNOMED-MAP-301391,sugar diabetes (variant 1),440540061,Type 2 Diabetes Mellitus
SNOMED-MAP-301392,penicillin allergy (variant 2),919360052,Allergy to Penicillin
SNOMED-MAP-301393,heart attack (variant 3),570540053,Acute Myocardial Infarction
SNOMED-MAP-301394,high blood pressure (variant 4),383410034,Essential Hypertension
SNOMED-MAP-301395,penicillin allergy (variant 0),919360055,Allergy to Penicillin
SNOMED-MAP-301396,penicillin allergy (variant 1),919360056,Allergy to Penicillin
SNOMED-MAP-301397,sugar diabetes (variant 2),440540067,Type 2 Diabetes Mellitus
SNOMED-MAP-301398,chest pain (variant 3),298570098,Chest Pain
SNOMED-MAP-301399,penicillin allergy (variant 4),919360059,Allergy to Penicillin
SNOMED-MAP-301400,sugar diabetes (variant 0),440540060,Type 2 Diabetes Mellitus
SNOMED-MAP-301401,shortness of breath (variant 1),2670360071,Dyspnea
SNOMED-MAP-301402,heart attack (variant 2),570540052,Acute Myocardial Infarction
SNOMED-MAP-301403,shortness of breath (variant 3),2670360073,Dyspnea
SNOMED-MAP-301404,penicillin allergy (variant 4),919360054,Allergy to Penicillin
SNOMED-MAP-301405,high blood pressure (variant 0),383410035,Essential Hypertension
SNOMED-MAP-301406,sugar diabetes (variant 1),440540066,Type 2 Diabetes Mellitus
SNOMED-MAP-301407,sulfa allergy (variant 2),919310007,Allergy to Sulfonamide
SNOMED-MAP-301408,sugar diabetes (variant 3),440540068,Type 2 Diabetes Mellitus
SNOMED-MAP-301409,sugar diabetes (variant 4),440540069,Type 2 Diabetes Mellitus
SNOMED-MAP-301410,sugar diabetes (variant 0),440540060,Type 2 Diabetes Mellitus
SNOMED-MAP-301411,heart attack (variant 1),570540051,Acute Myocardial Infarction
SNOMED-MAP-301412,heart attack (variant 2),570540052,Acute Myocardial Infarction
SNOMED-MAP-301413,sugar diabetes (variant 3),440540063,Type 2 Diabetes Mellitus
SNOMED-MAP-301414,penicillin allergy (variant 4),919360054,Allergy to Penicillin
SNOMED-MAP-301415,penicillin allergy (variant 0),919360055,Allergy to Penicillin
SNOMED-MAP-301416,high blood pressure (variant 1),383410036,Essential Hypertension
SNOMED-MAP-301417,sugar diabetes (variant 2),440540067,Type 2 Diabetes Mellitus
SNOMED-MAP-301418,sulfa allergy (variant 3),919310008,Allergy to Sulfonamide
SNOMED-MAP-301419,high blood pressure (variant 4),383410039,Essential Hypertension
SNOMED-MAP-301420,shortness of breath (variant 0),2670360070,Dyspnea
SNOMED-MAP-301421,penicillin allergy (variant 1),919360051,Allergy to Penicillin
SNOMED-MAP-301422,gallbladder infection (variant 2),765810062,Acute Cholecystitis
SNOMED-MAP-301423,high fever (variant 3),3866610063,Fever
SNOMED-MAP-301424,shortness of breath (variant 4),2670360074,Dyspnea
SNOMED-MAP-301425,chest pain (variant 0),298570095,Chest Pain
SNOMED-MAP-301426,chest pain (variant 1),298570096,Chest Pain
SNOMED-MAP-301427,sulfa allergy (variant 2),919310007,Allergy to Sulfonamide
SNOMED-MAP-301428,chest pain (variant 3),298570098,Chest Pain
SNOMED-MAP-301429,high blood pressure (variant 4),383410039,Essential Hypertension
SNOMED-MAP-301430,kidney failure (variant 0),4322460060,Chronic Kidney Disease Stage 3
SNOMED-MAP-301431,sulfa allergy (variant 1),919310001,Allergy to Sulfonamide
SNOMED-MAP-301432,chest pain (variant 2),298570092,Chest Pain
SNOMED-MAP-301433,heart attack (variant 3),570540053,Acute Myocardial Infarction
SNOMED-MAP-301434,heart attack (variant 4),570540054,Acute Myocardial Infarction
SNOMED-MAP-301435,gallbladder infection (variant 0),765810065,Acute Cholecystitis
SNOMED-MAP-301436,chest pain (variant 1),298570096,Chest Pain
SNOMED-MAP-301437,high fever (variant 2),3866610067,Fever
SNOMED-MAP-301438,high blood pressure (variant 3),383410038,Essential Hypertension
SNOMED-MAP-301439,penicillin allergy (variant 4),919360059,Allergy to Penicillin
SNOMED-MAP-301440,shortness of breath (variant 0),2670360070,Dyspnea
SNOMED-MAP-301441,kidney failure (variant 1),4322460061,Chronic Kidney Disease Stage 3
SNOMED-MAP-301442,high fever (variant 2),3866610062,Fever
SNOMED-MAP-301443,sugar diabetes (variant 3),440540063,Type 2 Diabetes Mellitus
SNOMED-MAP-301444,penicillin allergy (variant 4),919360054,Allergy to Penicillin
SNOMED-MAP-301445,kidney failure (variant 0),4322460065,Chronic Kidney Disease Stage 3
SNOMED-MAP-301446,penicillin allergy (variant 1),919360056,Allergy to Penicillin
SNOMED-MAP-301447,sugar diabetes (variant 2),440540067,Type 2 Diabetes Mellitus
SNOMED-MAP-301448,sugar diabetes (variant 3),440540068,Type 2 Diabetes Mellitus
SNOMED-MAP-301449,kidney failure (variant 4),4322460069,Chronic Kidney Disease Stage 3
SNOMED-MAP-301450,high blood pressure (variant 0),383410030,Essential Hypertension
SNOMED-MAP-301451,high fever (variant 1),3866610061,Fever
SNOMED-MAP-301452,heart attack (variant 2),570540052,Acute Myocardial Infarction
SNOMED-MAP-301453,high fever (variant 3),3866610063,Fever
SNOMED-MAP-301454,penicillin allergy (variant 4),919360054,Allergy to Penicillin
SNOMED-MAP-301455,gallbladder infection (variant 0),765810065,Acute Cholecystitis
SNOMED-MAP-301456,high blood pressure (variant 1),383410036,Essential Hypertension
SNOMED-MAP-301457,sulfa allergy (variant 2),919310007,Allergy to Sulfonamide
SNOMED-MAP-301458,gallbladder infection (variant 3),765810068,Acute Cholecystitis
SNOMED-MAP-301459,penicillin allergy (variant 4),919360059,Allergy to Penicillin
SNOMED-MAP-301460,penicillin allergy (variant 0),919360050,Allergy to Penicillin
SNOMED-MAP-301461,sulfa allergy (variant 1),919310001,Allergy to Sulfonamide
SNOMED-MAP-301462,kidney failure (variant 2),4322460062,Chronic Kidney Disease Stage 3
SNOMED-MAP-301463,heart attack (variant 3),570540053,Acute Myocardial Infarction
SNOMED-MAP-301464,penicillin allergy (variant 4),919360054,Allergy to Penicillin
SNOMED-MAP-301465,high blood pressure (variant 0),383410035,Essential Hypertension
SNOMED-MAP-301466,sulfa allergy (variant 1),919310006,Allergy to Sulfonamide
SNOMED-MAP-301467,chest pain (variant 2),298570097,Chest Pain
SNOMED-MAP-301468,gallbladder infection (variant 3),765810068,Acute Cholecystitis
SNOMED-MAP-301469,gallbladder infection (variant 4),765810069,Acute Cholecystitis
SNOMED-MAP-301470,heart attack (variant 0),570540050,Acute Myocardial Infarction
SNOMED-MAP-301471,sugar diabetes (variant 1),440540061,Type 2 Diabetes Mellitus
SNOMED-MAP-301472,high blood pressure (variant 2),383410032,Essential Hypertension
SNOMED-MAP-301473,chest pain (variant 3),298570093,Chest Pain
SNOMED-MAP-301474,sulfa allergy (variant 4),919310004,Allergy to Sulfonamide
SNOMED-MAP-301475,sulfa allergy (variant 0),919310005,Allergy to Sulfonamide
SNOMED-MAP-301476,gallbladder infection (variant 1),765810066,Acute Cholecystitis
SNOMED-MAP-301477,penicillin allergy (variant 2),919360057,Allergy to Penicillin
SNOMED-MAP-301478,sulfa allergy (variant 3),919310008,Allergy to Sulfonamide
SNOMED-MAP-301479,shortness of breath (variant 4),2670360079,Dyspnea
SNOMED-MAP-301480,high blood pressure (variant 0),383410030,Essential Hypertension
SNOMED-MAP-301481,sugar diabetes (variant 1),440540061,Type 2 Diabetes Mellitus
SNOMED-MAP-301482,chest pain (variant 2),298570092,Chest Pain
SNOMED-MAP-301483,shortness of breath (variant 3),2670360073,Dyspnea
SNOMED-MAP-301484,sugar diabetes (variant 4),440540064,Type 2 Diabetes Mellitus
SNOMED-MAP-301485,penicillin allergy (variant 0),919360055,Allergy to Penicillin
SNOMED-MAP-301486,kidney failure (variant 1),4322460066,Chronic Kidney Disease Stage 3
SNOMED-MAP-301487,chest pain (variant 2),298570097,Chest Pain
SNOMED-MAP-301488,heart attack (variant 3),570540058,Acute Myocardial Infarction
SNOMED-MAP-301489,gallbladder infection (variant 4),765810069,Acute Cholecystitis
SNOMED-MAP-301490,high fever (variant 0),3866610060,Fever
SNOMED-MAP-301491,gallbladder infection (variant 1),765810061,Acute Cholecystitis
SNOMED-MAP-301492,high fever (variant 2),3866610062,Fever
SNOMED-MAP-301493,gallbladder infection (variant 3),765810063,Acute Cholecystitis
SNOMED-MAP-301494,heart attack (variant 4),570540054,Acute Myocardial Infarction
SNOMED-MAP-301495,kidney failure (variant 0),4322460065,Chronic Kidney Disease Stage 3
SNOMED-MAP-301496,penicillin allergy (variant 1),919360056,Allergy to Penicillin
SNOMED-MAP-301497,chest pain (variant 2),298570097,Chest Pain
SNOMED-MAP-301498,high blood pressure (variant 3),383410038,Essential Hypertension
SNOMED-MAP-301499,kidney failure (variant 4),4322460069,Chronic Kidney Disease Stage 3
SNOMED-MAP-301500,sugar diabetes (variant 0),440540060,Type 2 Diabetes Mellitus
SNOMED-MAP-301501,penicillin allergy (variant 1),919360051,Allergy to Penicillin
SNOMED-MAP-301502,high blood pressure (variant 2),383410032,Essential Hypertension
SNOMED-MAP-301503,penicillin allergy (variant 3),919360053,Allergy to Penicillin
SNOMED-MAP-301504,shortness of breath (variant 4),2670360074,Dyspnea
SNOMED-MAP-301505,high blood pressure (variant 0),383410035,Essential Hypertension
SNOMED-MAP-301506,heart attack (variant 1),570540056,Acute Myocardial Infarction
SNOMED-MAP-301507,sugar diabetes (variant 2),440540067,Type 2 Diabetes Mellitus
SNOMED-MAP-301508,gallbladder infection (variant 3),765810068,Acute Cholecystitis
SNOMED-MAP-301509,sulfa allergy (variant 4),919310009,Allergy to Sulfonamide
SNOMED-MAP-301510,penicillin allergy (variant 0),919360050,Allergy to Penicillin
SNOMED-MAP-301511,shortness of breath (variant 1),2670360071,Dyspnea
SNOMED-MAP-301512,chest pain (variant 2),298570092,Chest Pain
SNOMED-MAP-301513,high fever (variant 3),3866610063,Fever
SNOMED-MAP-301514,shortness of breath (variant 4),2670360074,Dyspnea
SNOMED-MAP-301515,kidney failure (variant 0),4322460065,Chronic Kidney Disease Stage 3
SNOMED-MAP-301516,high blood pressure (variant 1),383410036,Essential Hypertension
