entry_id,category,item_key,cross_references
DB-REG-201362,allergy_group,NSAID,"Ibuprofen, Naproxen, Celecoxib, Diclofenac, Meloxicam, Indomethacin [Ver. 1.2]"
DB-REG-201363,interaction,Metformin,"Contrast Dye (Risk of Lactic Acidosis), Cimetidine, Dolutegravir [Ver. 1.3]"
DB-REG-201364,allergy_group,Macrolide,"Azithromycin, Erythromycin, Clarithromycin [Ver. 1.4]"
DB-REG-201365,interaction,Sildenafil,"Nitroglycerin (Severe hypotension risk), Isosorbide Mononitrate [Ver. 1.5]"
DB-REG-201366,allergy_group,Penicillin,"Amoxicillin, Piperacillin, Ampicillin, Augmentin, Penicillin G, Nafcillin, Oxacillin [Ver. 1.6]"
DB-REG-201367,interaction,Simvastatin,"Amlodipine (Myopathy risk), Clarithromycin, Grapefruit Juice [Ver. 1.7]"
DB-REG-201368,allergy_group,Penicillin,"Amoxicillin, Piperacillin, Ampicillin, Augmentin, Penicillin G, Nafcillin, Oxacillin [Ver. 1.8]"
DB-REG-201369,allergy_group,Sulfa,"Sulfamethoxazole, Bactrim, Sulfadiazine, Sulfasalazine, Zonisamide [Ver. 1.9]"
DB-REG-201370,interaction,Simvastatin,"Amlodipine (Myopathy risk), Clarithromycin, Grapefruit Juice [Ver. 1.0]"
DB-REG-201371,interaction,Warfarin,"Aspirin (High bleeding risk), Ibuprofen, Amiodarone, Cranberry Juice extracts [Ver. 1.1]"
DB-REG-201372,interaction,Lisinopril,"Spironolactone (Hyperkalemia risk), Potassium Supplements, NSAIDs (Renal failure risk) [Ver. 1.2]"
DB-REG-201373,interaction,Warfarin,"Aspirin (High bleeding risk), Ibuprofen, Amiodarone, Cranberry Juice extracts [Ver. 1.3]"
DB-REG-201374,allergy_group,Macrolide,"Azithromycin, Erythromycin, Clarithromycin [Ver. 1.4]"
DB-REG-201375,interaction,Warfarin,"Aspirin (High bleeding risk), Ibuprofen, Amiodarone, Cranberry Juice extracts [Ver. 1.5]"
DB-REG-201376,allergy_group,Penicillin,"Amoxicillin, Piperacillin, Ampicillin, Augmentin, Penicillin G, Nafcillin, Oxacillin [Ver. 1.6]"
DB-REG-201377,allergy_group,Penicillin,"Amoxicillin, Piperacillin, Ampicillin, Augmentin, Penicillin G, Nafcillin, Oxacillin [Ver. 1.7]"
DB-REG-201378,interaction,Metformin,"Contrast Dye (Risk of Lactic Acidosis), Cimetidine, Dolutegravir [Ver. 1.8]"
DB-REG-201379,allergy_group,Sulfa,"Sulfamethoxazole, Bactrim, Sulfadiazine, Sulfasalazine, Zonisamide [Ver. 1.9]"
DB-REG-201380,allergy_group,NSAID,"Ibuprofen, Naproxen, Celecoxib, Diclofenac, Meloxicam, Indomethacin [Ver. 1.0]"
DB-REG-201381,interaction,Lisinopril,"Spironolactone (Hyperkalemia risk), Potassium Supplements, NSAIDs (Renal failure risk) [Ver. 1.1]"
DB-REG-201382,interaction,Simvastatin,"Amlodipine (Myopathy risk), Clarithromycin, Grapefruit Juice [Ver. 1.2]"
DB-REG-201383,interaction,Simvastatin,"Amlodipine (Myopathy risk), Clarithromycin, Grapefruit Juice [Ver. 1.3]"
DB-REG-201384,interaction,Simvastatin,"Amlodipine (Myopathy risk), Clarithromycin, Grapefruit Juice [Ver. 1.4]"
DB-REG-201385,allergy_group,Sulfa,"Sulfamethoxazole, Bactrim, Sulfadiazine, Sulfasalazine, Zonisamide [Ver. 1.5]"
DB-REG-201386,allergy_group,Sulfa,"Sulfamethoxazole, Bactrim, Sulfadiazine, Sulfasalazine, Zonisamide [Ver. 1.6]"
DB-REG-201387,interaction,Sildenafil,"Nitroglycerin (Severe hypotension risk), Isosorbide Mononitrate [Ver. 1.7]"
DB-REG-201388,allergy_group,Macrolide,"Azithromycin, Erythromycin, Clarithromycin [Ver. 1.8]"
DB-REG-201389,interaction,Simvastatin,"Amlodipine (Myopathy risk), Clarithromycin, Grapefruit Juice [Ver. 1.9]"
DB-REG-201390,allergy_group,NSAID,"Ibuprofen, Naproxen, Celecoxib, Diclofenac, Meloxicam, Indomethacin [Ver. 1.0]"
DB-REG-201391,interaction,Simvastatin,"Amlodipine (Myopathy risk), Clarithromycin, Grapefruit Juice [Ver. 1.1]"
DB-REG-201392,interaction,Metformin,"Contrast Dye (Risk of Lactic Acidosis), Cimetidine, Dolutegravir [Ver. 1.2]"
DB-REG-201393,allergy_group,NSAID,"Ibuprofen, Naproxen, Celecoxib, Diclofenac, Meloxicam, Indomethacin [Ver. 1.3]"
DB-REG-201394,allergy_group,NSAID,"Ibuprofen, Naproxen, Celecoxib, Diclofenac, Meloxicam, Indomethacin [Ver. 1.4]"
DB-REG-201395,allergy_group,Penicillin,"Amoxicillin, Piperacillin, Ampicillin, Augmentin, Penicillin G, Nafcillin, Oxacillin [Ver. 1.5]"
DB-REG-201396,interaction,Digoxin,"Furosemide (Hypokalemia-induced toxicity), Amiodarone, Verapamil [Ver. 1.6]"
DB-REG-201397,allergy_group,Sulfa,"Sulfamethoxazole, Bactrim, Sulfadiazine, Sulfasalazine, Zonisamide [Ver. 1.7]"
DB-REG-201398,allergy_group,NSAID,"Ibuprofen, Naproxen, Celecoxib, Diclofenac, Meloxicam, Indomethacin [Ver. 1.8]"
DB-REG-201399,interaction,Metformin,"Contrast Dye (Risk of Lactic Acidosis), Cimetidine, Dolutegravir [Ver. 1.9]"
DB-REG-201400,allergy_group,Sulfa,"Sulfamethoxazole, Bactrim, Sulfadiazine, Sulfasalazine, Zonisamide [Ver. 1.0]"
DB-REG-201401,interaction,Sildenafil,"Nitroglycerin (Severe hypotension risk), Isosorbide Mononitrate [Ver. 1.1]"
DB-REG-201402,interaction,Warfarin,"Aspirin (High bleeding risk), Ibuprofen, Amiodarone, Cranberry Juice extracts [Ver. 1.2]"
DB-REG-201403,allergy_group,NSAID,"Ibuprofen, Naproxen, Celecoxib, Diclofenac, Meloxicam, Indomethacin [Ver. 1.3]"
DB-REG-201404,allergy_group,Sulfa,"Sulfamethoxazole, Bactrim, Sulfadiazine, Sulfasalazine, Zonisamide [Ver. 1.4]"
DB-REG-201405,allergy_group,Penicillin,"Amoxicillin, Piperacillin, Ampicillin, Augmentin, Penicillin G, Nafcillin, Oxacillin [Ver. 1.5]"
DB-REG-201406,interaction,Metformin,"Contrast Dye (Risk of Lactic Acidosis), Cimetidine, Dolutegravir [Ver. 1.6]"
DB-REG-201407,allergy_group,NSAID,"Ibuprofen, Naproxen, Celecoxib, Diclofenac, Meloxicam, Indomethacin [Ver. 1.7]"
DB-REG-201408,interaction,Simvastatin,"Amlodipine (Myopathy risk), Clarithromycin, Grapefruit Juice [Ver. 1.8]"
DB-REG-201409,interaction,Lisinopril,"Spironolactone (Hyperkalemia risk), Potassium Supplements, NSAIDs (Renal failure risk) [Ver. 1.9]"
DB-REG-201410,allergy_group,NSAID,"Ibuprofen, Naproxen, Celecoxib, Diclofenac, Meloxicam, Indomethacin [Ver. 1.0]"
DB-REG-201411,allergy_group,Macrolide,"Azithromycin, Erythromycin, Clarithromycin [Ver. 1.1]"
DB-REG-201412,allergy_group,Penicillin,"Amoxicillin, Piperacillin, Ampicillin, Augmentin, Penicillin G, Nafcillin, Oxacillin [Ver. 1.2]"
DB-REG-201413,interaction,Sildenafil,"Nitroglycerin (Severe hypotension risk), Isosorbide Mononitrate [Ver. 1.3]"
DB-REG-201414,allergy_group,Macrolide,"Azithromycin, Erythromycin, Clarithromycin [Ver. 1.4]"
DB-REG-201415,interaction,Simvastatin,"Amlodipine (Myopathy risk), Clarithromycin, Grapefruit Juice [Ver. 1.5]"
DB-REG-201416,allergy_group,Penicillin,"Amoxicillin, Piperacillin, Ampicillin, Augmentin, Penicillin G, Nafcillin, Oxacillin [Ver. 1.6]"
DB-REG-201417,interaction,Sildenafil,"Nitroglycerin (Severe hypotension risk), Isosorbide Mononitrate [Ver. 1.7]"
DB-REG-201418,allergy_group,Sulfa,"Sulfamethoxazole, Bactrim, Sulfadiazine, Sulfasalazine, Zonisamide [Ver. 1.8]"
DB-REG-201419,interaction,Warfarin,"Aspirin (High bleeding risk), Ibuprofen, Amiodarone, Cranberry Juice extracts [Ver. 1.9]"
DB-REG-201420,interaction,Metformin,"Contrast Dye (Risk of Lactic Acidosis), Cimetidine, Dolutegravir [Ver. 1.0]"
DB-REG-201421,interaction,Simvastatin,"Amlodipine (Myopathy risk), Clarithromycin, Grapefruit Juice [Ver. 1.1]"
DB-REG-201422,allergy_group,Penicillin,"Amoxicillin, Piperacillin, Ampicillin, Augmentin, Penicillin G, Nafcillin, Oxacillin [Ver. 1.2]"
DB-REG-201423,interaction,Digoxin,"Furosemide (Hypokalemia-induced toxicity), Amiodarone, Verapamil [Ver. 1.3]"
DB-REG-201424,allergy_group,Penicillin,"Amoxicillin, Piperacillin, Ampicillin, Augmentin, Penicillin G, Nafcillin, Oxacillin [Ver. 1.4]"
DB-REG-201425,allergy_group,Penicillin,"Amoxicillin, Piperacillin, Ampicillin, Augmentin, Penicillin G, Nafcillin, Oxacillin [Ver. 1.5]"
DB-REG-201426,interaction,Warfarin,"Aspirin (High bleeding risk), Ibuprofen, Amiodarone, Cranberry Juice extracts [Ver. 1.6]"
DB-REG-201427,allergy_group,Macrolide,"Azithromycin, Erythromycin, Clarithromycin [Ver. 1.7]"
DB-REG-201428,allergy_group,Macrolide,"Azithromycin, Erythromycin, Clarithromycin [Ver. 1.8]"
DB-REG-201429,interaction,Lisinopril,"Spironolactone (Hyperkalemia risk), Potassium Supplements, NSAIDs (Renal failure risk) [Ver. 1.9]"
DB-REG-201430,allergy_group,Macrolide,"Azithromycin, Erythromycin, Clarithromycin [Ver. 1.0]"
DB-REG-201431,allergy_group,Macrolide,"Azithromycin, Erythromycin, Clarithromycin [Ver. 1.1]"
DB-REG-201432,allergy_group,Sulfa,"Sulfamethoxazole, Bactrim, Sulfadiazine, Sulfasalazine, Zonisamide [Ver. 1.2]"
DB-REG-201433,allergy_group,Penicillin,"Amoxicillin, Piperacillin, Ampicillin, Augmentin, Penicillin G, Nafcillin, Oxacillin [Ver. 1.3]"
DB-REG-201434,interaction,Warfarin,"Aspirin (High bleeding risk), Ibuprofen, Amiodarone, Cranberry Juice extracts [Ver. 1.4]"
DB-REG-201435,allergy_group,Penicillin,"Amoxicillin, Piperacillin, Ampicillin, Augmentin, Penicillin G, Nafcillin, Oxacillin [Ver. 1.5]"
DB-REG-201436,allergy_group,Penicillin,"Amoxicillin, Piperacillin, Ampicillin, Augmentin, Penicillin G, Nafcillin, Oxacillin [Ver. 1.6]"
DB-REG-201437,interaction,Lisinopril,"Spironolactone (Hyperkalemia risk), Potassium Supplements, NSAIDs (Renal failure risk) [Ver. 1.7]"
DB-REG-201438,allergy_group,Macrolide,"Azithromycin, Erythromycin, Clarithromycin [Ver. 1.8]"
DB-REG-201439,allergy_group,Sulfa,"Sulfamethoxazole, Bactrim, Sulfadiazine, Sulfasalazine, Zonisamide [Ver. 1.9]"
DB-REG-201440,allergy_group,Macrolide,"Azithromycin, Erythromycin, Clarithromycin [Ver. 1.0]"
DB-REG-201441,allergy_group,Sulfa,"Sulfamethoxazole, Bactrim, Sulfadiazine, Sulfasalazine, Zonisamide [Ver. 1.1]"
DB-REG-201442,allergy_group,NSAID,"Ibuprofen, Naproxen, Celecoxib, Diclofenac, Meloxicam, Indomethacin [Ver. 1.2]"
DB-REG-201443,allergy_group,NSAID,"Ibuprofen, Naproxen, Celecoxib, Diclofenac, Meloxicam, Indomethacin [Ver. 1.3]"
DB-REG-201444,allergy_group,Penicillin,"Amoxicillin, Piperacillin, Ampicillin, Augmentin, Penicillin G, Nafcillin, Oxacillin [Ver. 1.4]"
DB-REG-201445,interaction,Warfarin,"Aspirin (High bleeding risk), Ibuprofen, Amiodarone, Cranberry Juice extracts [Ver. 1.5]"
DB-REG-201446,interaction,Sildenafil,"Nitroglycerin (Severe hypotension risk), Isosorbide Mononitrate [Ver. 1.6]"
DB-REG-201447,allergy_group,Sulfa,"Sulfamethoxazole, Bactrim, Sulfadiazine, Sulfasalazine, Zonisamide [Ver. 1.7]"
DB-REG-201448,interaction,Lisinopril,"Spironolactone (Hyperkalemia risk), Potassium Supplements, NSAIDs (Renal failure risk) [Ver. 1.8]"
DB-REG-201449,interaction,Lisinopril,"Spironolactone (Hyperkalemia risk), Potassium Supplements, NSAIDs (Renal failure risk) [Ver. 1.9]"
DB-REG-201450,interaction,Sildenafil,"Nitroglycerin (Severe hypotension risk), Isosorbide Mononitrate [Ver. 1.0]"
DB-REG-201451,allergy_group,Macrolide,"Azithromycin, Erythromycin, Clarithromycin [Ver. 1.1]"
DB-REG-201452,interaction,Digoxin,"Furosemide (Hypokalemia-induced toxicity), Amiodarone, Verapamil [Ver. 1.2]"
DB-REG-201453,allergy_group,Macrolide,"Azithromycin, Erythromycin, Clarithromycin [Ver. 1.3]"
DB-REG-201454,interaction,Sildenafil,"Nitroglycerin (Severe hypotension risk), Isosorbide Mononitrate [Ver. 1.4]"
DB-REG-201455,interaction,Warfarin,"Aspirin (High bleeding risk), Ibuprofen, Amiodarone, Cranberry Juice extracts [Ver. 1.5]"
DB-REG-201456,interaction,Warfarin,"Aspirin (High bleeding risk), Ibuprofen, Amiodarone, Cranberry Juice extracts [Ver. 1.6]"
DB-REG-201457,allergy_group,Sulfa,"Sulfamethoxazole, Bactrim, Sulfadiazine, Sulfasalazine, Zonisamide [Ver. 1.7]"
DB-REG-201458,allergy_group,Macrolide,"Azithromycin, Erythromycin, Clarithromycin [Ver. 1.8]"
DB-REG-201459,allergy_group,Macrolide,"Azithromycin, Erythromycin, Clarithromycin [Ver. 1.9]"
DB-REG-201460,allergy_group,Sulfa,"Sulfamethoxazole, Bactrim, Sulfadiazine, Sulfasalazine, Zonisamide [Ver. 1.0]"
DB-REG-201461,interaction,Lisinopril,"Spironolactone (Hyperkalemia risk), Potassium Supplements, NSAIDs (Renal failure risk) [Ver. 1.1]"
DB-REG-201462,interaction,Lisinopril,"Spironolactone (Hyperkalemia risk), Potassium Supplements, NSAIDs (Renal failure risk) [Ver. 1.2]"
DB-REG-201463,allergy_group,NSAID,"Ibuprofen, Naproxen, Celecoxib, Diclofenac, Meloxicam, Indomethacin [Ver. 1.3]"
DB-REG-201464,allergy_group,Penicillin,"Amoxicillin, Piperacillin, Ampicillin, Augmentin, Penicillin G, Nafcillin, Oxacillin [Ver. 1.4]"
DB-REG-201465,interaction,Warfarin,"Aspirin (High bleeding risk), Ibuprofen, Amiodarone, Cranberry Juice extracts [Ver. 1.5]"
DB-REG-201466,interaction,Lisinopril,"Spironolactone (Hyperkalemia risk), Potassium Supplements, NSAIDs (Renal failure risk) [Ver. 1.6]"
DB-REG-201467,allergy_group,Penicillin,"Amoxicillin, Piperacillin, Ampicillin, Augmentin, Penicillin G, Nafcillin, Oxacillin [Ver. 1.7]"
DB-REG-201468,interaction,Warfarin,"Aspirin (High bleeding risk), Ibuprofen, Amiodarone, Cranberry Juice extracts [Ver. 1.8]"
DB-REG-201469,allergy_group,Macrolide,"Azithromycin, Erythromycin, Clarithromycin [Ver. 1.9]"
DB-REG-201470,interaction,Simvastatin,"Amlodipine (Myopathy risk), Clarithromycin, Grapefruit Juice [Ver. 1.0]"
DB-REG-201471,allergy_group,Macrolide,"Azithromycin, Erythromycin, Clarithromycin [Ver. 1.1]"
DB-REG-201472,allergy_group,Sulfa,"Sulfamethoxazole, Bactrim, Sulfadiazine, Sulfasalazine, Zonisamide [Ver. 1.2]"
DB-REG-201473,interaction,Metformin,"Contrast Dye (Risk of Lactic Acidosis), Cimetidine, Dolutegravir [Ver. 1.3]"
DB-REG-201474,interaction,Digoxin,"Furosemide (Hypokalemia-induced toxicity), Amiodarone, Verapamil [Ver. 1.4]"
DB-REG-201475,interaction,Lisinopril,"Spironolactone (Hyperkalemia risk), Potassium Supplements, NSAIDs (Renal failure risk) [Ver. 1.5]"
DB-REG-201476,allergy_group,Penicillin,"Amoxicillin, Piperacillin, Ampicillin, Augmentin, Penicillin G, Nafcillin, Oxacillin [Ver. 1.6]"
DB-REG-201477,allergy_group,Sulfa,"Sulfamethoxazole, Bactrim, Sulfadiazine, Sulfasalazine, Zonisamide [Ver. 1.7]"
DB-REG-201478,allergy_group,Macrolide,"Azithromycin, Erythromycin, Clarithromycin [Ver. 1.8]"
DB-REG-201479,interaction,Warfarin,"Aspirin (High bleeding risk), Ibuprofen, Amiodarone, Cranberry Juice extracts [Ver. 1.9]"
DB-REG-201480,interaction,Metformin,"Contrast Dye (Risk of Lactic Acidosis), Cimetidine, Dolutegravir [Ver. 1.0]"
DB-REG-201481,interaction,Digoxin,"Furosemide (Hypokalemia-induced toxicity), Amiodarone, Verapamil [Ver. 1.1]"
DB-REG-201482,interaction,Simvastatin,"Amlodipine (Myopathy risk), Clarithromycin, Grapefruit Juice [Ver. 1.2]"
DB-REG-201483,allergy_group,Sulfa,"Sulfamethoxazole, Bactrim, Sulfadiazine, Sulfasalazine, Zonisamide [Ver. 1.3]"
DB-REG-201484,interaction,Sildenafil,"Nitroglycerin (Severe hypotension risk), Isosorbide Mononitrate [Ver. 1.4]"
DB-REG-201485,interaction,Digoxin,"Furosemide (Hypokalemia-induced toxicity), Amiodarone, Verapamil [Ver. 1.5]"
DB-REG-201486,allergy_group,NSAID,"Ibuprofen, Naproxen, Celecoxib, Diclofenac, Meloxicam, Indomethacin [Ver. 1.6]"
DB-REG-201487,interaction,Metformin,"Contrast Dye (Risk of Lactic Acidosis), Cimetidine, Dolutegravir [Ver. 1.7]"
DB-REG-201488,allergy_group,Sulfa,"Sulfamethoxazole, Bactrim, Sulfadiazine, Sulfasalazine, Zonisamide [Ver. 1.8]"
DB-REG-201489,interaction,Digoxin,"Furosemide (Hypokalemia-induced toxicity), Amiodarone, Verapamil [Ver. 1.9]"
DB-REG-201490,interaction,Lisinopril,"Spironolactone (Hyperkalemia risk), Potassium Supplements, NSAIDs (Renal failure risk) [Ver. 1.0]"
DB-REG-201491,interaction,Warfarin,"Aspirin (High bleeding risk), Ibuprofen, Amiodarone, Cranberry Juice extracts [Ver. 1.1]"
DB-REG-201492,allergy_group,NSAID,"Ibuprofen, Naproxen, Celecoxib, Diclofenac, Meloxicam, Indomethacin [Ver. 1.2]"
DB-REG-201493,interaction,Lisinopril,"Spironolactone (Hyperkalemia risk), Potassium Supplements, NSAIDs (Renal failure risk) [Ver. 1.3]"
DB-REG-201494,allergy_group,NSAID,"Ibuprofen, Naproxen, Celecoxib, Diclofenac, Meloxicam, Indomethacin [Ver. 1.4]"
DB-REG-201495,interaction,Lisinopril,"Spironolactone (Hyperkalemia risk), Potassium Supplements, NSAIDs (Renal failure risk) [Ver. 1.5]"
DB-REG-201496,interaction,Simvastatin,"Amlodipine (Myopathy risk), Clarithromycin, Grapefruit Juice [Ver. 1.6]"
DB-REG-201497,allergy_group,Sulfa,"Sulfamethoxazole, Bactrim, Sulfadiazine, Sulfasalazine, Zonisamide [Ver. 1.7]"
DB-REG-201498,interaction,Lisinopril,"Spironolactone (Hyperkalemia risk), Potassium Supplements, NSAIDs (Renal failure risk) [Ver. 1.8]"
DB-REG-201499,allergy_group,Penicillin,"Amoxicillin, Piperacillin, Ampicillin, Augmentin, Penicillin G, Nafcillin, Oxacillin [Ver. 1.9]"
DB-REG-201500,interaction,Digoxin,"Furosemide (Hypokalemia-induced toxicity), Amiodarone, Verapamil [Ver. 1.0]"
DB-REG-201501,interaction,Digoxin,"Furosemide (Hypokalemia-induced toxicity), Amiodarone, Verapamil [Ver. 1.1]"
DB-REG-201502,interaction,Simvastatin,"Amlodipine (Myopathy risk), Clarithromycin, Grapefruit Juice [Ver. 1.2]"
DB-REG-201503,interaction,Warfarin,"Aspirin (High bleeding risk), Ibuprofen, Amiodarone, Cranberry Juice extracts [Ver. 1.3]"
DB-REG-201504,interaction,Sildenafil,"Nitroglycerin (Severe hypotension risk), Isosorbide Mononitrate [Ver. 1.4]"
DB-REG-201505,allergy_group,Macrolide,"Azithromycin, Erythromycin, Clarithromycin [Ver. 1.5]"
DB-REG-201506,interaction,Sildenafil,"Nitroglycerin (Severe hypotension risk), Isosorbide Mononitrate [Ver. 1.6]"
DB-REG-201507,interaction,Digoxin,"Furosemide (Hypokalemia-induced toxicity), Amiodarone, Verapamil [Ver. 1.7]"
DB-REG-201508,allergy_group,Penicillin,"Amoxicillin, Piperacillin, Ampicillin, Augmentin, Penicillin G, Nafcillin, Oxacillin [Ver. 1.8]"
DB-REG-201509,allergy_group,Macrolide,"Azithromycin, Erythromycin, Clarithromycin [Ver. 1.9]"
DB-REG-201510,allergy_group,Penicillin,"Amoxicillin, Piperacillin, Ampicillin, Augmentin, Penicillin G, Nafcillin, Oxacillin [Ver. 1.0]"
DB-REG-201511,interaction,Digoxin,"Furosemide (Hypokalemia-induced toxicity), Amiodarone, Verapamil [Ver. 1.1]"
DB-REG-201512,allergy_group,Sulfa,"Sulfamethoxazole, Bactrim, Sulfadiazine, Sulfasalazine, Zonisamide [Ver. 1.2]"
DB-REG-201513,interaction,Metformin,"Contrast Dye (Risk of Lactic Acidosis), Cimetidine, Dolutegravir [Ver. 1.3]"
DB-REG-201514,allergy_group,Macrolide,"Azithromycin, Erythromycin, Clarithromycin [Ver. 1.4]"
DB-REG-201515,interaction,Warfarin,"Aspirin (High bleeding risk), Ibuprofen, Amiodarone, Cranberry Juice extracts [Ver. 1.5]"
DB-REG-201516,allergy_group,Macrolide,"Azithromycin, Erythromycin, Clarithromycin [Ver. 1.6]"
DB-REG-201517,interaction,Digoxin,"Furosemide (Hypokalemia-induced toxicity), Amiodarone, Verapamil [Ver. 1.7]"
DB-REG-201518,allergy_group,Sulfa,"Sulfamethoxazole, Bactrim, Sulfadiazine, Sulfasalazine, Zonisamide [Ver. 1.8]"
DB-REG-201519,allergy_group,Penicillin,"Amoxicillin, Piperacillin, Ampicillin, Augmentin, Penicillin G, Nafcillin, Oxacillin [Ver. 1.9]"
DB-REG-201520,allergy_group,NSAID,"Ibuprofen, Naproxen, Celecoxib, Diclofenac, Meloxicam, Indomethacin [Ver. 1.0]"
DB-REG-201521,interaction,Lisinopril,"Spironolactone (Hyperkalemia risk), Potassium Supplements, NSAIDs (Renal failure risk) [Ver. 1.1]"
DB-REG-201522,interaction,Simvastatin,"Amlodipine (Myopathy risk), Clarithromycin, Grapefruit Juice [Ver. 1.2]"
DB-REG-201523,interaction,Metformin,"Contrast Dye (Risk of Lactic Acidosis), Cimetidine, Dolutegravir [Ver. 1.3]"
DB-REG-201524,allergy_group,Macrolide,"Azithromycin, Erythromycin, Clarithromycin [Ver. 1.4]"
DB-REG-201525,allergy_group,NSAID,"Ibuprofen, Naproxen, Celecoxib, Diclofenac, Meloxicam, Indomethacin [Ver. 1.5]"
DB-REG-201526,interaction,Warfarin,"Aspirin (High bleeding risk), Ibuprofen, Amiodarone, Cranberry Juice extracts [Ver. 1.6]"
DB-REG-201527,allergy_group,Macrolide,"Azithromycin, Erythromycin, Clarithromycin [Ver. 1.7]"
DB-REG-201528,allergy_group,Penicillin,"Amoxicillin, Piperacillin, Ampicillin, Augmentin, Penicillin G, Nafcillin, Oxacillin [Ver. 1.8]"
DB-REG-201529,allergy_group,Macrolide,"Azithromycin, Erythromycin, Clarithromycin [Ver. 1.9]"
DB-REG-201530,interaction,Digoxin,"Furosemide (Hypokalemia-induced toxicity), Amiodarone, Verapamil [Ver. 1.0]"
DB-REG-201531,interaction,Simvastatin,"Amlodipine (Myopathy risk), Clarithromycin, Grapefruit Juice [Ver. 1.1]"
DB-REG-201532,interaction,Lisinopril,"Spironolactone (Hyperkalemia risk), Potassium Supplements, NSAIDs (Renal failure risk) [Ver. 1.2]"
DB-REG-201533,allergy_group,NSAID,"Ibuprofen, Naproxen, Celecoxib, Diclofenac, Meloxicam, Indomethacin [Ver. 1.3]"
DB-REG-201534,interaction,Metformin,"Contrast Dye (Risk of Lactic Acidosis), Cimetidine, Dolutegravir [Ver. 1.4]"
DB-REG-201535,interaction,Lisinopril,"Spironolactone (Hyperkalemia risk), Potassium Supplements, NSAIDs (Renal failure risk) [Ver. 1.5]"
DB-REG-201536,allergy_group,Penicillin,"Amoxicillin, Piperacillin, Ampicillin, Augmentin, Penicillin G, Nafcillin, Oxacillin [Ver. 1.6]"
DB-REG-201537,interaction,Sildenafil,"Nitroglycerin (Severe hypotension risk), Isosorbide Mononitrate [Ver. 1.7]"
DB-REG-201538,interaction,Warfarin,"Aspirin (High bleeding risk), Ibuprofen, Amiodarone, Cranberry Juice extracts [Ver. 1.8]"
DB-REG-201539,interaction,Metformin,"Contrast Dye (Risk of Lactic Acidosis), Cimetidine, Dolutegravir [Ver. 1.9]"
DB-REG-201540,allergy_group,Penicillin,"Amoxicillin, Piperacillin, Ampicillin, Augmentin, Penicillin G, Nafcillin, Oxacillin [Ver. 1.0]"
DB-REG-201541,allergy_group,Macrolide,"Azithromycin, Erythromycin, Clarithromycin [Ver. 1.1]"
DB-REG-201542,interaction,Lisinopril,"Spironolactone (Hyperkalemia risk), Potassium Supplements, NSAIDs (Renal failure risk) [Ver. 1.2]"
DB-REG-201543,interaction,Lisinopril,"Spironolactone (Hyperkalemia risk), Potassium Supplements, NSAIDs (Renal failure risk) [Ver. 1.3]"
DB-REG-201544,allergy_group,Macrolide,"Azithromycin, Erythromycin, Clarithromycin [Ver. 1.4]"
DB-REG-201545,allergy_group,Macrolide,"Azithromycin, Erythromycin, Clarithromycin [Ver. 1.5]"
DB-REG-201546,interaction,Sildenafil,"Nitroglycerin (Severe hypotension risk), Isosorbide Mononitrate [Ver. 1.6]"
DB-REG-201547,allergy_group,Penicillin,"Amoxicillin, Piperacillin, Ampicillin, Augmentin, Penicillin G, Nafcillin, Oxacillin [Ver. 1.7]"
DB-REG-201548,allergy_group,Macrolide,"Azithromycin, Erythromycin, Clarithromycin [Ver. 1.8]"
DB-REG-201549,allergy_group,Macrolide,"Azithromycin, Erythromycin, Clarithromycin [Ver. 1.9]"
DB-REG-201550,interaction,Digoxin,"Furosemide (Hypokalemia-induced toxicity), Amiodarone, Verapamil [Ver. 1.0]"
DB-REG-201551,interaction,Warfarin,"Aspirin (High bleeding risk), Ibuprofen, Amiodarone, Cranberry Juice extracts [Ver. 1.1]"
DB-REG-201552,interaction,Sildenafil,"Nitroglycerin (Severe hypotension risk), Isosorbide Mononitrate [Ver. 1.2]"
DB-REG-201553,interaction,Lisinopril,"Spironolactone (Hyperkalemia risk), Potassium Supplements, NSAIDs (Renal failure risk) [Ver. 1.3]"
DB-REG-201554,allergy_group,NSAID,"Ibuprofen, Naproxen, Celecoxib, Diclofenac, Meloxicam, Indomethacin [Ver. 1.4]"
DB-REG-201555,interaction,Simvastatin,"Amlodipine (Myopathy risk), Clarithromycin, Grapefruit Juice [Ver. 1.5]"
DB-REG-201556,allergy_group,Penicillin,"Amoxicillin, Piperacillin, Ampicillin, Augmentin, Penicillin G, Nafcillin, Oxacillin [Ver. 1.6]"
DB-REG-201557,allergy_group,Sulfa,"Sulfamethoxazole, Bactrim, Sulfadiazine, Sulfasalazine, Zonisamide [Ver. 1.7]"
DB-REG-201558,interaction,Simvastatin,"Amlodipine (Myopathy risk), Clarithromycin, Grapefruit Juice [Ver. 1.8]"
DB-REG-201559,allergy_group,Sulfa,"Sulfamethoxazole, Bactrim, Sulfadiazine, Sulfasalazine, Zonisamide [Ver. 1.9]"
DB-REG-201560,allergy_group,Macrolide,"Azithromycin, Erythromycin, Clarithromycin [Ver. 1.0]"
DB-REG-201561,allergy_group,Penicillin,"Amoxicillin, Piperacillin, Ampicillin, Augmentin, Penicillin G, Nafcillin, Oxacillin [Ver. 1.1]"
